     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     1     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     2     1
     1     3     1
     1     4     1
     1     4     1
     1     4     1
     1     4     1
     1     4     1
     1     4     1
     1     4     1
     1     4     1
     1     4     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     6     1
     1     9     1
     1     9     1
     2     1     1
     2     1     1
     2     1     1
     2     1     1
     2     1     1
     2     1     1
     2     1     1
     2     1     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     2     1
     2     3     1
     2     4     1
     2     4     1
     2     4     1
     2     5     1
     2     5     1
     2     5     1
     2     5     1
     2     5     1
     2     5     1
     2     5     1
     2     5     1
     2     5     1
     2     5     1
     2     5     1
     2     7     1
     2     8     1
     2     9     1
     2     9     1
     2     9     1
     3     1     1
     3     1     1
     3     1     1
     3     4     1
     3     5     1
     3     5     1
     3     5     1
     4     1     1
     4     1     1
     4     2     1
     5     1     1
     5     4     1
     5     4     1
     5     4     1
     5     9     1
     6     2     1
     6     4     1
     6     4     1
     6     4     1
     6     4     1
     6     4     1
     6     4     1
     7     4     1
     7     4     1
     7     4     1
     7     5     1
     8     4     1
     8     4     1
     8     4     1
     9     1     1
     9     1     1
     9     4     1
     9     4     1
     9     4     1
     9     6     1
    10     1     1
    10     1     1
    10     5     1
    10     5     1
    10     9     1
    11     4     1
    11     4     1
    11     4     1
    11     4     1
    11     4     1
    11     4     1
    11     4     1
    11     4     1
    11     4     1
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     1     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     2     2
     1     3     2
     1     3     2
     1     3     2
     1     3     2
     1     3     2
     1     4     2
     1     4     2
     1     4     2
     1     4     2
     1     4     2
     1     4     2
     1     4     2
     1     4     2
     1     4     2
     1     6     2
     1     6     2
     1     6     2
     1     6     2
     1     6     2
     1     7     2
     1     7     2
     1     7     2
     1     7     2
     1     7     2
     1     7     2
     1     7     2
     1     7     2
     1     7     2
     1     8     2
     1     8     2
     1     8     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     1     9     2
     2     1     2
     2     1     2
     2     1     2
     2     1     2
     2     1     2
     2     1     2
     2     1     2
     2     1     2
     2     2     2
     2     2     2
     2     2     2
